job_id,company,company_rating,location,company_size,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,scrapped_date,salary_avg_estimate_yr,job_state,desc_len,simple_job_title,generated_skills,simple_skills,num_keywords
1009072454326,CoStrategix,4.0,"Cincinnati, OH",51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.5,4.0,3.8,3.8,2024-02-16,93550.0,OH,4062,Senior Data Analyst,"['{""key_words"": [""SQL"", ""data analysis"", ""predictive modeling"", ""data quality"", ""Microsoft Azure"", ""Google Cloud Platform"", ""Python"", ""data management"", ""Databricks"", ""PySpark"", ""Spark Structured Streaming"", ""Delta Live Tables"", ""Delta Sharing"", ""streaming technologies"", ""Apache Kafka"", ""Azure EventHubs"", ""Avro"", ""DevOps"", ""GitHub Actions"", ""Terraform"", ""Artifactory"", ""statistical techniques""]}']","{""key_words"": [""SQL"", ""data analysis"", ""predictive modeling"", ""data quality"", ""Microsoft Azure"", ""Google Cloud Platform"", ""Python"", ""data management"", ""Databricks"", ""PySpark"", ""Spark Structured Streaming"", ""Delta Live Tables"", ""Delta Sharing"", ""streaming technologies"", ""Apache Kafka"", ""Azure EventHubs"", ""Avro"", ""DevOps"", ""GitHub Actions"", ""Terraform"", ""Artifactory"", ""statistical techniques""]}",22
1009128621611,Combined Insurance,3.3,"Jersey City, NJ",Unknown,Subsidiary or Business Segment,Insurance Carriers,Insurance,$500 million to $1 billion (USD),3.3,3.3,3.5,3.4,3.6,2024-02-16,74196.0,NJ,1617,Data Analyst,"['{""key_words"": [""Data requirements"", ""Data solutions"", ""Big Data ecosystems"", ""Data science teams"", ""Data-driven advanced analytics applications"", ""Tools"", ""Strategies"", ""Algorithms"", ""Programming languages"", ""Data models"", ""Data management frameworks"", ""Complex"", ""Large-scale data challenges"", ""Multi-functional agile teams"", ""Product development"", ""Delivery responsibility"", ""Architectural support"", ""Concepts"", ""Prototypes"", ""Data-driven"", ""Identify problems""]}']","{""key_words"": [""Data requirements"", ""Data solutions"", ""Big Data ecosystems"", ""Data science teams"", ""Data-driven advanced analytics applications"", ""Tools"", ""Strategies"", ""Algorithms"", ""Programming languages"", ""Data models"", ""Data management frameworks"", ""Complex"", ""Large-scale data challenges"", ""Multi-functional agile teams"", ""Product development"", ""Delivery responsibility"", ""Architectural support"", ""Concepts"", ""Prototypes"", ""Data-driven"", ""Identify problems""]}",21
1009097857210,"Circana, LLC.",3.4,"New York, NY",5001 to 10000 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.1,3.1,3.5,3.2,3.8,2024-02-16,110000.0,NY,5669,Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data Quality"", ""PowerBI"", ""Tableau"", ""Domo"", ""SQL"", ""Relational Databases"", ""Data Warehouses"", ""OLAP"", ""OLTP"", ""Hadoop"", ""Communication"", ""Retail Industry"", ""Statistics"", ""Quantitative Analysis""]}']","{""key_words"": [""Data Analysis"", ""Data Quality"", ""PowerBI"", ""Tableau"", ""Domo"", ""SQL"", ""Relational Databases"", ""Data Warehouses"", ""OLAP"", ""OLTP"", ""Hadoop"", ""Communication"", ""Retail Industry"", ""Statistics"", ""Quantitative Analysis""]}",15
1009124519975,Westland Real Estate Group,3.7,"Long Beach, CA",201 to 500 Employees,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,3.6,3.7,3.6,3.8,3.6,2024-02-16,75000.0,CA,3111,Data Analyst,"['{""key_words"": [""SQL"", ""BigQuery"", ""MySQL"", ""PostgreSQL"", ""SQL Server"", ""Tableau"", ""Power BI"", ""LookerStudio""]}']","{""key_words"": [""SQL"", ""BigQuery"", ""MySQL"", ""PostgreSQL"", ""SQL Server"", ""Tableau"", ""Power BI"", ""LookerStudio""]}",8
1009126088189,Infologitech,4.1,Remote,1 to 50 Employees,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.9,3.9,4.0,3.9,3.8,2024-02-16,70574.4,Remote,1117,Data Analyst,"['{""key_words"": [""data analytics"", ""SAS"", ""R"", ""data analysis"", ""analytics"", ""statistics"", ""data manipulation"", ""cleansing"", ""standardizing"", ""transforming"", ""Tableau"", ""Behavioral Risk Factor Surveillance Survey""]}']","{""key_words"": [""data analytics"", ""SAS"", ""R"", ""data analysis"", ""analytics"", ""statistics"", ""data manipulation"", ""cleansing"", ""standardizing"", ""transforming"", ""Tableau"", ""Behavioral Risk Factor Surveillance Survey""]}",12
1009125966562,TPA Stream Inc.,,Remote,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,77873.0,Remote,4202,Data Analyst,"['{""key_words"": [""SQL"", ""Database"", ""Data Analysis"", ""System Integrations"", ""Web Services"", ""HR/EBS"", ""Data Management"", ""Reporting"", ""Customer Support"", ""System Reliability"", ""System Performance"", ""SQL Certification"", ""HRIS Certification"", ""HealthTech"", ""InsurTech"", ""SaaS"", ""Agile"", ""Teamwork"", ""Time Management"", ""Adaptable"", ""Customer Service"", ""Communication"", ""Collaboration"", ""Troubleshooting"", ""Healthcare"", ""Data Quality"", ""Data Integrity"", ""Data Governance"", ""Data Security"", ""Data Privacy"", ""Data Visualization"", ""Data Lakes"", ""Data Mining"", ""Data Visualization"", ""Data Transformation"", ""Big Data"", ""Predictive Analytics"", ""Descriptive Analytics"", ""Qualitative Analysis"", ""Data Cleansing"", ""Data Profiling"", ""Data Aggregation"", ""Data Integration"", ""Data Segmentation"", ""Data Validation"", ""Data Management Best Practices"", ""Data Management Strategies"", ""Data Management Trends""]}']","{""key_words"": [""SQL"", ""Database"", ""Data Analysis"", ""System Integrations"", ""Web Services"", ""HR/EBS"", ""Data Management"", ""Reporting"", ""Customer Support"", ""System Reliability"", ""System Performance"", ""SQL Certification"", ""HRIS Certification"", ""HealthTech"", ""InsurTech"", ""SaaS"", ""Agile"", ""Teamwork"", ""Time Management"", ""Adaptable"", ""Customer Service"", ""Communication"", ""Collaboration"", ""Troubleshooting"", ""Healthcare"", ""Data Quality"", ""Data Integrity"", ""Data Governance"", ""Data Security"", ""Data Privacy"", ""Data Visualization"", ""Data Lakes"", ""Data Mining"", ""Data Visualization"", ""Data Transformation"", ""Big Data"", ""Predictive Analytics"", ""Descriptive Analytics"", ""Qualitative Analysis"", ""Data Cleansing"", ""Data Profiling"", ""Data Aggregation"", ""Data Integration"", ""Data Segmentation"", ""Data Validation"", ""Data Management Best Practices"", ""Data Management Strategies"", ""Data Management Trends""]}",48
1009111933299,A-max Insurance Services Inc,3.1,"Dallas, TX",501 to 1000 Employees,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,3.0,2.8,2.8,2.7,2.6,2024-02-16,91857.0,TX,5220,Senior Data Analyst,"['{""key_words"": [""data querying tools"", ""dashboards"", ""Tableau"", ""excel"", ""AWS"", ""Python"", ""ETL"", ""Jira"", ""Confluence"", ""Agile Processes""]}']","{""key_words"": [""data querying tools"", ""dashboards"", ""Tableau"", ""excel"", ""AWS"", ""Python"", ""ETL"", ""Jira"", ""Confluence"", ""Agile Processes""]}",10
1009125910982,Bartech Staffing,3.0,"New York, NY",1001 to 5000 Employees,Company - Public,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),3.0,3.3,3.3,3.1,3.4,2024-02-16,95438.0,NY,5147,Senior Data Analyst,"['{""key_words"": [""Sql"", ""Python"", ""R"", ""Alteryx"", ""PowerBI"", ""Jupyter Notebooks"", ""Snowflake"", ""Databricks""]}']","{""key_words"": [""Sql"", ""Python"", ""R"", ""Alteryx"", ""PowerBI"", ""Jupyter Notebooks"", ""Snowflake"", ""Databricks""]}",8
1009124105656,CitrusAd,3.6,"Carlisle, PA",51 to 200 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,3.1,3.4,3.5,3.2,3.9,2024-02-16,65077.0,PA,5688,Data Analyst,"['{""key_words"": [""Data Analysis"", ""ETL"", ""Data Structures"", ""Communication Skills"", ""Project Management"", ""Domo"", ""Tableau"", ""Google Studio"", ""BI Visualization Tools"", ""eCommerce"", ""Retail Media"", ""Ad Technology Platforms"", ""Google Cloud Platform"", ""Amazon Web Services"", ""Data Modelling"", ""Data Warehousing"", ""Analytics"", ""SQL"", ""Python"", ""R""]}']","{""key_words"": [""Data Analysis"", ""ETL"", ""Data Structures"", ""Communication Skills"", ""Project Management"", ""Domo"", ""Tableau"", ""Google Studio"", ""BI Visualization Tools"", ""eCommerce"", ""Retail Media"", ""Ad Technology Platforms"", ""Google Cloud Platform"", ""Amazon Web Services"", ""Data Modelling"", ""Data Warehousing"", ""Analytics"", ""SQL"", ""Python"", ""R""]}",20
1009127654224,Digital Dhara LLC,3.7,Remote,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,3.6,3.3,3.4,3.4,3.4,2024-02-16,82867.20000000001,Remote,435,Data Analyst,"['{""key_words"": [""EHR"", ""ETL"", ""SQL"", ""Snowflake""]}']","{""key_words"": [""EHR"", ""ETL"", ""SQL"", ""Snowflake""]}",4
1009128595506,IGS Solutions LLC,2.8,"Los Angeles, CA",1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),2.9,3.0,2.9,2.4,2.4,2024-02-16,50960.0,CA,6498,Data Analyst,"['{""key_words"": [""Data analyzing"", ""Data analysis"", ""Data Collection"", ""Data Analysis"", ""Data Manipulation"", ""Data Management"", ""Data reporting"", ""Data Systems"", ""Data Visualization"", ""Trend Analysis"", ""Analysis"", ""Reporting"", ""PowerBI"", ""Tableau"", ""Quicksight"", ""Python"", ""Javascript"", ""SQL"", ""MS Excel"", ""Google Sheets"", ""Pivot Tables"", ""VLOOKUPs"", ""Query"", ""Critical Thinking""]}']","{""key_words"": [""Data analyzing"", ""Data analysis"", ""Data Collection"", ""Data Analysis"", ""Data Manipulation"", ""Data Management"", ""Data reporting"", ""Data Systems"", ""Data Visualization"", ""Trend Analysis"", ""Analysis"", ""Reporting"", ""PowerBI"", ""Tableau"", ""Quicksight"", ""Python"", ""Javascript"", ""SQL"", ""MS Excel"", ""Google Sheets"", ""Pivot Tables"", ""VLOOKUPs"", ""Query"", ""Critical Thinking""]}",24
1009126348897,ClearChoice Dental Implant Centers,3.7,"Greenwood Village, CO",501 to 1000 Employees,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.6,4.1,3.6,3.3,3.4,2024-02-16,70000.0,CO,3972,Data Analyst,"['{""key_words"": [""data analysis"", ""data wrangling"", ""data management"", ""data consulting"", ""SQL"", ""Python"", ""R"", ""machine learning"", ""AWS"", ""GCP"", ""Azure"", ""statistics"", ""hypothesis testing"", ""regression"", ""classification""]}']","{""key_words"": [""data analysis"", ""data wrangling"", ""data management"", ""data consulting"", ""SQL"", ""Python"", ""R"", ""machine learning"", ""AWS"", ""GCP"", ""Azure"", ""statistics"", ""hypothesis testing"", ""regression"", ""classification""]}",15
1009113728359,Pathway Healthcare Services LLC,,"Birmingham, AL",51 to 200 Employees,Self-employed,Colleges & Universities,Education,Unknown / Non-Applicable,2.1,2.7,2.0,1.0,1.6,2024-02-16,58183.0,AL,2490,Data Analyst,"['{""key_words"": [""SQL Programming"", ""R Studio"", ""Tableau"", ""Power BI"", ""eClinicalWorks"", ""IBM Cognos Reporting""]}']","{""key_words"": [""SQL Programming"", ""R Studio"", ""Tableau"", ""Power BI"", ""eClinicalWorks"", ""IBM Cognos Reporting""]}",6
1009124655523,"Stefanini, Inc",3.8,"Richmond, VA",10000+ Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.5,3.2,3.7,3.4,3.7,2024-02-16,97760.0,VA,2952,Data Analyst,"['{""key_words"": [""Data Mining"", ""Data Warehouse"", ""Data Visualization"", ""Modeling"", ""Simulation"", ""Structured Data"", ""Unstructured Data"", ""SQL"", ""SQL Server"", ""Python"", ""VBA"", ""Tableau"", ""PowerBI"", ""AI"", ""Machine Learning"", ""Process Automation"", ""SharePoint"", ""Microsoft Management Tools""]}']","{""key_words"": [""Data Mining"", ""Data Warehouse"", ""Data Visualization"", ""Modeling"", ""Simulation"", ""Structured Data"", ""Unstructured Data"", ""SQL"", ""SQL Server"", ""Python"", ""VBA"", ""Tableau"", ""PowerBI"", ""AI"", ""Machine Learning"", ""Process Automation"", ""SharePoint"", ""Microsoft Management Tools""]}",18
1009125735600,Carolina PRG,,"Charlotte, NC",Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,60000.0,NC,2204,Data Analyst,"['{""key_words"": [""multi-tasking"", ""problem-solving"", ""statistical analysis"", ""Power BI"", ""data analysis"", ""written communication"", ""verbal communication"", ""DAX"", ""basic relational data modeling""]}']","{""key_words"": [""multi-tasking"", ""problem-solving"", ""statistical analysis"", ""Power BI"", ""data analysis"", ""written communication"", ""verbal communication"", ""DAX"", ""basic relational data modeling""]}",9
1008985567888,Advanced Management USA LLC,,"West Palm Beach, FL",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,55000.0,FL,4397,Data Analyst,"['{""key_words"": [""data"", ""data objects"", ""data structure"", ""industry standards"", ""SQL"", ""VBA"", ""visualization tools"", ""Python"", ""ACO"", ""HIPAA"", ""PHI"", ""PII""]}']","{""key_words"": [""data"", ""data objects"", ""data structure"", ""industry standards"", ""SQL"", ""VBA"", ""visualization tools"", ""Python"", ""ACO"", ""HIPAA"", ""PHI"", ""PII""]}",12
1009022576674,Pryon,4.3,"Westport, CT",1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.0,3.7,3.5,2024-02-16,95000.0,CT,3428,Data Analyst,"['{""key_words"": [""data visualization"", ""Domo"", ""PowerBI"", ""Tableau"", ""data analysis"", ""SQL"", ""Python"", ""R""]}']","{""key_words"": [""data visualization"", ""Domo"", ""PowerBI"", ""Tableau"", ""data analysis"", ""SQL"", ""Python"", ""R""]}",8
1009126102530,NYS Higher Education Services Corporation,,"Albany, NY",Unknown,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,,,,,,2024-02-16,71678.0,NY,2549,Data Analyst,"['{""key_words"": [""data visualization"", ""statistical models"", ""SAS"", ""SQL"", ""R"", ""Tableau""]}']","{""key_words"": [""data visualization"", ""statistical models"", ""SAS"", ""SQL"", ""R"", ""Tableau""]}",6
1009129852205,Astyra Corporation,3.9,"Richmond, VA",51 to 200 Employees,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.6,3.9,4.0,4.0,4.0,2024-02-16,85280.0,VA,3120,Data Analyst,"['```json\n{\n  ""key_words"": [""SQL queries"", ""Tableau"", ""PowerBI"", ""data models"", ""database design""]\n}\n```']","{""key_words"": [""SQL queries"", ""Tableau"", ""PowerBI"", ""data models"", ""database design""]}",5
1009117226796,"R.C. Moore, Inc.",2.7,"Troutman, NC",Unknown,Company - Private,Shipping & Trucking,Transportation & Logistics,Unknown / Non-Applicable,2.3,2.7,2.4,2.4,2.7,2024-02-16,64085.0,NC,2950,Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data Mining"", ""Visualization"", ""Python"", ""R"", ""SQL"", ""Tableau"", ""Power BI"", ""matplotlib"", ""Database Management Systems"", ""Data Warehousing"", ""Statistical Methods"", ""Statistical Techniques""]}']","{""key_words"": [""Data Analysis"", ""Data Mining"", ""Visualization"", ""Python"", ""R"", ""SQL"", ""Tableau"", ""Power BI"", ""matplotlib"", ""Database Management Systems"", ""Data Warehousing"", ""Statistical Methods"", ""Statistical Techniques""]}",13
1009124627639,Direct Donor TV,,"Lanham, MD",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,58240.0,MD,4369,Data Analyst,"['{""key_words"": [""data management"", ""data visualization"", ""database troubleshooting"", ""report writing"", ""advanced Excel (pivot tables, formulas, and v/x-lookups)"", ""Microsoft SQL Server Management Studio"", ""PowerBI"", ""MS SQL"", ""Teams"", ""Zoom""]}']","{""key_words"": [""data management"", ""data visualization"", ""database troubleshooting"", ""report writing"", ""advanced Excel (pivot tables, formulas, and v/x-lookups)"", ""Microsoft SQL Server Management Studio"", ""PowerBI"", ""MS SQL"", ""Teams"", ""Zoom""]}",10
1009123952888,Primary Talent Partners,3.2,"Chesterfield, MO",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,2.6,2.8,3.5,2.8,3.0,2024-02-16,83200.0,MO,2572,Data Analyst,"['{""key_words"": [""Data Management"", ""Data Governance"", ""Data Quality"", ""Data Access"", ""Data Wrangling"", ""Data Mining"", ""Data Integration"", ""Data Pipeline"", ""Data Analytics"", ""Microbiology"", "" Microbial Genomics"", ""Genomics"", ""Bioinformatics"", ""Computational Biology"", ""Google Big Query"", ""AWS databases"", ""Oracle SQL"", ""mySQL"", ""PostgreSQL"", ""Python"", ""R"", ""SQL"", ""Linux"", ""shell programming"", ""AWS"", ""Azure"", ""GCP"", ""Unstructured Data Management"", ""Unstructured Data Analytics"", ""Data Visualization""]}']","{""key_words"": [""Data Management"", ""Data Governance"", ""Data Quality"", ""Data Access"", ""Data Wrangling"", ""Data Mining"", ""Data Integration"", ""Data Pipeline"", ""Data Analytics"", ""Microbiology"", "" Microbial Genomics"", ""Genomics"", ""Bioinformatics"", ""Computational Biology"", ""Google Big Query"", ""AWS databases"", ""Oracle SQL"", ""mySQL"", ""PostgreSQL"", ""Python"", ""R"", ""SQL"", ""Linux"", ""shell programming"", ""AWS"", ""Azure"", ""GCP"", ""Unstructured Data Management"", ""Unstructured Data Analytics"", ""Data Visualization""]}",30
1009069014496,South Side Healthy Community Organization,,"Chicago, IL",1 to 50 Employees,Nonprofit Organization,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,68179.0,IL,2862,Data Analyst,"['{""key_words"": [""data analysis"", ""reporting packages"", ""databases"", ""data mining"", ""SQL"", ""XML"", ""JavaScript"", ""statistics"", ""Excel"", ""SPSS"", ""SAS"", ""queries"", ""report writing"", ""data visualization""]}']","{""key_words"": [""data analysis"", ""reporting packages"", ""databases"", ""data mining"", ""SQL"", ""XML"", ""JavaScript"", ""statistics"", ""Excel"", ""SPSS"", ""SAS"", ""queries"", ""report writing"", ""data visualization""]}",14
1009077820594,Staffing Now,3.0,"Midland, TX",51 to 200 Employees,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),3.0,2.3,2.4,2.3,3.2,2024-02-16,90299.0,TX,1433,Data Analyst,"['{""key_words"": [""Data visualization"", ""Spotfire"", ""SQL"", ""Python"", ""R"", ""Data Analysis""]}']","{""key_words"": [""Data visualization"", ""Spotfire"", ""SQL"", ""Python"", ""R"", ""Data Analysis""]}",6
1009128064496,Gilly Vending,4.3,"Miami, FL",Unknown,Company - Private,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,4.3,4.0,4.2,4.2,4.1,2024-02-16,45000.0,FL,2513,Data Analyst,"['{""key_words"": [""data analysis"", ""SQL"", ""R"", ""VBA"", ""Excel"", ""database design""]}']","{""key_words"": [""data analysis"", ""SQL"", ""R"", ""VBA"", ""Excel"", ""database design""]}",6
1009126749065,Delaware Electric Cooperative,5.0,"Greenwood, DE",Unknown,Nonprofit Organization,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2024-02-16,66797.0,DE,2922,Data Analyst,"['{""key_words"": [""data science"", ""data analytics"", ""data mining"", ""data architectures"", ""statistical computer languages"", ""data management techniques"", ""data privacy practices"", ""laws"", ""statistics"", ""algebra"", ""analytical mind"", ""business"", ""Python"", ""R"", ""SQL"", ""Oracle databases"", ""PowerBI"", ""Tableau"", ""Tensorflow""]}']","{""key_words"": [""data science"", ""data analytics"", ""data mining"", ""data architectures"", ""statistical computer languages"", ""data management techniques"", ""data privacy practices"", ""laws"", ""statistics"", ""algebra"", ""analytical mind"", ""business"", ""Python"", ""R"", ""SQL"", ""Oracle databases"", ""PowerBI"", ""Tableau"", ""Tensorflow""]}",19
1009003753039,US Standard Products,4.1,"Englewood, NJ",51 to 200 Employees,Company - Private,Wholesale,Retail & Wholesale,Unknown / Non-Applicable,4.3,4.4,4.2,4.3,4.4,2024-02-16,60000.0,NJ,2974,Data Analyst,"['{""key_words"": [""Python"", ""SQL"", ""R"", ""data visualization tools"", ""database management systems"", ""API integration"", ""micro-services""]}']","{""key_words"": [""Python"", ""SQL"", ""R"", ""data visualization tools"", ""database management systems"", ""API integration"", ""micro-services""]}",7
1009079356924,Foot Levelers Inc,2.9,"Roanoke, VA",1 to 50 Employees,Company - Private,Health Care Products Manufacturing,Manufacturing,$5 to $25 million (USD),2.9,3.1,2.9,2.9,2.9,2024-02-16,70439.0,VA,2641,Data Analyst,"['{""key_words"": [""data mining"", ""data modeling"", ""database design development"", ""segmentation"", ""ERP"", ""BI"", ""Excel"", ""NetSuite""]}']","{""key_words"": [""data mining"", ""data modeling"", ""database design development"", ""segmentation"", ""ERP"", ""BI"", ""Excel"", ""NetSuite""]}",8
1009127890206,Outsourced Administrative Services,,"Westbury, NY",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,52000.0,NY,2561,Data Analyst,"['{""key_words"": [""Microsoft Office"", ""Excel""]}']","{""key_words"": [""Microsoft Office"", ""Excel""]}",2
1009113921893,California Bioenergy LLC,3.8,"Dallas, TX",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,3.8,3.1,3.8,3.8,3.7,2024-02-16,60000.0,TX,6309,Junior Data Analyst,"['{""key_words"": [""data collection"", ""quantitative analysis"", ""visualization"", ""MS Excel"", ""programming language(s)"", ""sustainability-related metrics"", ""GHG emissions"", ""energy"", ""wastewater"", ""advanced quantitative analysis"", ""modeling"", ""energy"", ""dairy livestock"", ""Windows-based applications"", ""Outlook"", ""Word"", ""Excel""]}']","{""key_words"": [""data collection"", ""quantitative analysis"", ""visualization"", ""MS Excel"", ""programming language(s)"", ""sustainability-related metrics"", ""GHG emissions"", ""energy"", ""wastewater"", ""advanced quantitative analysis"", ""modeling"", ""energy"", ""dairy livestock"", ""Windows-based applications"", ""Outlook"", ""Word"", ""Excel""]}",17
1009058663975,iHealth Labs Inc,3.9,"Sunnyvale, CA",51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.7,3.3,3.4,3.2,3.5,2024-02-16,120000.0,CA,3581,Senior Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data Visualization"", ""Predictive Modeling"", ""Data Pipelines"", ""Data Warehouses"", ""Data Governance"", ""Database Management"", ""Data Manipulation"", ""SQL"", ""Python"", ""R"", ""Excel"", ""Tableau"", ""Power BI"", ""Quicksight"", ""Superset""]}']","{""key_words"": [""Data Analysis"", ""Data Visualization"", ""Predictive Modeling"", ""Data Pipelines"", ""Data Warehouses"", ""Data Governance"", ""Database Management"", ""Data Manipulation"", ""SQL"", ""Python"", ""R"", ""Excel"", ""Tableau"", ""Power BI"", ""Quicksight"", ""Superset""]}",16
1009076294489,Commercial Contracting Corporation,4.3,"Auburn Hills, MI",201 to 500 Employees,Company - Private,Construction,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.2,4.6,4.5,4.1,2024-02-16,75372.0,MI,4902,Data Analyst,"['{""key_words"": [""Power BI"", ""advanced data analytics"", ""programming"", ""database management"", ""Procore"", ""Procore tickets"", ""technical issues"", ""Excel"", ""macros"", ""report building""]}']","{""key_words"": [""Power BI"", ""advanced data analytics"", ""programming"", ""database management"", ""Procore"", ""Procore tickets"", ""technical issues"", ""Excel"", ""macros"", ""report building""]}",10
1009126759172,LifeVantage Corporation,3.6,"Sandy, UT",201 to 500 Employees,Company - Public,Beauty & Wellness,Personal Consumer Services,$100 to $500 million (USD),3.2,3.7,3.1,3.2,3.5,2024-02-16,64259.0,UT,2050,Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data-driven"", ""Data Evangelism"", ""Data Interpretation"", ""Data Presentation"", ""Data-driven Decisions"", ""Analytical Concepts"", ""Statistical Techniques"", ""Hypothesis Development"", ""Actionable Recommendations"", ""SQL"", ""Power BI"", ""Visualization Tools""]}']","{""key_words"": [""Data Analysis"", ""Data-driven"", ""Data Evangelism"", ""Data Interpretation"", ""Data Presentation"", ""Data-driven Decisions"", ""Analytical Concepts"", ""Statistical Techniques"", ""Hypothesis Development"", ""Actionable Recommendations"", ""SQL"", ""Power BI"", ""Visualization Tools""]}",13
1009082647514,cloud resources,,United States,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,80928.0,Remote,4838,Data Analyst,"['{""key_words"": [""Data Cleaning"", ""Data Preparation"", ""Data Analysis"", ""Data Exploration"", ""Statistical Analysis"", ""Hypothesis Testing"", ""Python"", ""Pandas"", ""Numpy"", ""Scikit-learn"", ""R"", ""Database Management"", ""SQL"", ""Tableau"", ""Power BI"", ""Microsoft Word"", ""Data Visualization"", ""Matplotlib"", ""Seaborn"", ""Ggplot2"", ""Machine Learning"", ""Excel"", ""Critical Thinking"", ""Attention to Detail"", ""Communication"", ""Problem-Solving"", ""Teamwork""]}']","{""key_words"": [""Data Cleaning"", ""Data Preparation"", ""Data Analysis"", ""Data Exploration"", ""Statistical Analysis"", ""Hypothesis Testing"", ""Python"", ""Pandas"", ""Numpy"", ""Scikit-learn"", ""R"", ""Database Management"", ""SQL"", ""Tableau"", ""Power BI"", ""Microsoft Word"", ""Data Visualization"", ""Matplotlib"", ""Seaborn"", ""Ggplot2"", ""Machine Learning"", ""Excel"", ""Critical Thinking"", ""Attention to Detail"", ""Communication"", ""Problem-Solving"", ""Teamwork""]}",27
1009087716717,Hivelocity Inc,4.7,"Tampa, FL",51 to 200 Employees,Company - Private,Internet & Web Services,Information Technology,$5 to $25 million (USD),4.7,4.6,4.6,4.3,4.5,2024-02-16,65000.0,FL,3801,Data Analyst,"['{""key_words"": [""SQL"", ""data wrangling"", ""data models"", ""visualizations"", ""dbt"", ""MySQL"", ""Superset"", ""Git"", ""JIRA"", ""agile methodologies"", ""Python"", ""SDLC"", ""Power BI"", ""Tableau"", ""Domo"", ""Qlik"", ""Looker""]}']","{""key_words"": [""SQL"", ""data wrangling"", ""data models"", ""visualizations"", ""dbt"", ""MySQL"", ""Superset"", ""Git"", ""JIRA"", ""agile methodologies"", ""Python"", ""SDLC"", ""Power BI"", ""Tableau"", ""Domo"", ""Qlik"", ""Looker""]}",17
1009111698320,McDonald's,3.6,"Las Vegas, NV",10000+ Employees,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),3.4,3.1,3.3,3.2,3.3,2024-02-16,97756.0,NV,2305,Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data Mining"", ""Predictive Modeling"", ""Data Visualization"", ""SQL"", ""Tableau"", ""Power BI"", ""Mathematics"", ""Statistics"", ""Computer Science""]}']","{""key_words"": [""Data Analysis"", ""Data Mining"", ""Predictive Modeling"", ""Data Visualization"", ""SQL"", ""Tableau"", ""Power BI"", ""Mathematics"", ""Statistics"", ""Computer Science""]}",10
