job_id,simple_skills
1009113728359,"{""key_words"": [""SQL Programming"", ""R Studio"", ""Tableau"", ""Power BI"", ""eClinicalWorks"", ""IBM Cognos Reporting""]}"
1009124655523,"{""key_words"": [""Data Mining"", ""Data Warehouse"", ""Data Visualization"", ""Modeling"", ""Simulation"", ""Structured Data"", ""Unstructured Data"", ""SQL"", ""SQL Server"", ""Python"", ""VBA"", ""Tableau"", ""PowerBI"", ""AI"", ""Machine Learning"", ""Process Automation"", ""SharePoint"", ""Microsoft Management Tools""]}"
1009125735600,"{""key_words"": [""multi-tasking"", ""problem-solving"", ""statistical analysis"", ""Power BI"", ""data analysis"", ""written communication"", ""verbal communication"", ""DAX"", ""basic relational data modeling""]}"
1008985567888,"{""key_words"": [""data"", ""data objects"", ""data structure"", ""industry standards"", ""SQL"", ""VBA"", ""visualization tools"", ""Python"", ""ACO"", ""HIPAA"", ""PHI"", ""PII""]}"
1009022576674,"{""key_words"": [""data visualization"", ""Domo"", ""PowerBI"", ""Tableau"", ""data analysis"", ""SQL"", ""Python"", ""R""]}"
1009126102530,"{""key_words"": [""data visualization"", ""statistical models"", ""SAS"", ""SQL"", ""R"", ""Tableau""]}"
1009129852205,"{""key_words"": [""SQL queries"", ""Tableau"", ""PowerBI"", ""data models"", ""database design""]}"
1009117226796,"{""key_words"": [""Data Analysis"", ""Data Mining"", ""Visualization"", ""Python"", ""R"", ""SQL"", ""Tableau"", ""Power BI"", ""matplotlib"", ""Database Management Systems"", ""Data Warehousing"", ""Statistical Methods"", ""Statistical Techniques""]}"
1009124627639,"{""key_words"": [""data management"", ""data visualization"", ""database troubleshooting"", ""report writing"", ""advanced Excel (pivot tables, formulas, and v/x-lookups)"", ""Microsoft SQL Server Management Studio"", ""PowerBI"", ""MS SQL"", ""Teams"", ""Zoom""]}"
1009123952888,"{""key_words"": [""Data Management"", ""Data Governance"", ""Data Quality"", ""Data Access"", ""Data Wrangling"", ""Data Mining"", ""Data Integration"", ""Data Pipeline"", ""Data Analytics"", ""Microbiology"", "" Microbial Genomics"", ""Genomics"", ""Bioinformatics"", ""Computational Biology"", ""Google Big Query"", ""AWS databases"", ""Oracle SQL"", ""mySQL"", ""PostgreSQL"", ""Python"", ""R"", ""SQL"", ""Linux"", ""shell programming"", ""AWS"", ""Azure"", ""GCP"", ""Unstructured Data Management"", ""Unstructured Data Analytics"", ""Data Visualization""]}"
1009069014496,"{""key_words"": [""data analysis"", ""reporting packages"", ""databases"", ""data mining"", ""SQL"", ""XML"", ""JavaScript"", ""statistics"", ""Excel"", ""SPSS"", ""SAS"", ""queries"", ""report writing"", ""data visualization""]}"
1009077820594,"{""key_words"": [""Data visualization"", ""Spotfire"", ""SQL"", ""Python"", ""R"", ""Data Analysis""]}"
1009128064496,"{""key_words"": [""data analysis"", ""SQL"", ""R"", ""VBA"", ""Excel"", ""database design""]}"
1009126749065,"{""key_words"": [""data science"", ""data analytics"", ""data mining"", ""data architectures"", ""statistical computer languages"", ""data management techniques"", ""data privacy practices"", ""laws"", ""statistics"", ""algebra"", ""analytical mind"", ""business"", ""Python"", ""R"", ""SQL"", ""Oracle databases"", ""PowerBI"", ""Tableau"", ""Tensorflow""]}"
1009003753039,"{""key_words"": [""Python"", ""SQL"", ""R"", ""data visualization tools"", ""database management systems"", ""API integration"", ""micro-services""]}"
1009079356924,"{""key_words"": [""data mining"", ""data modeling"", ""database design development"", ""segmentation"", ""ERP"", ""BI"", ""Excel"", ""NetSuite""]}"
1009127890206,"{""key_words"": [""Microsoft Office"", ""Excel""]}"
1009113921893,"{""key_words"": [""data collection"", ""quantitative analysis"", ""visualization"", ""MS Excel"", ""programming language(s)"", ""sustainability-related metrics"", ""GHG emissions"", ""energy"", ""wastewater"", ""advanced quantitative analysis"", ""modeling"", ""energy"", ""dairy livestock"", ""Windows-based applications"", ""Outlook"", ""Word"", ""Excel""]}"
1009058663975,"{""key_words"": [""Data Analysis"", ""Data Visualization"", ""Predictive Modeling"", ""Data Pipelines"", ""Data Warehouses"", ""Data Governance"", ""Database Management"", ""Data Manipulation"", ""SQL"", ""Python"", ""R"", ""Excel"", ""Tableau"", ""Power BI"", ""Quicksight"", ""Superset""]}"
1009076294489,"{""key_words"": [""Power BI"", ""advanced data analytics"", ""programming"", ""database management"", ""Procore"", ""Procore tickets"", ""technical issues"", ""Excel"", ""macros"", ""report building""]}"
1009126759172,"{""key_words"": [""Data Analysis"", ""Data-driven"", ""Data Evangelism"", ""Data Interpretation"", ""Data Presentation"", ""Data-driven Decisions"", ""Analytical Concepts"", ""Statistical Techniques"", ""Hypothesis Development"", ""Actionable Recommendations"", ""SQL"", ""Power BI"", ""Visualization Tools""]}"
1009082647514,"{""key_words"": [""Data Cleaning"", ""Data Preparation"", ""Data Analysis"", ""Data Exploration"", ""Statistical Analysis"", ""Hypothesis Testing"", ""Python"", ""Pandas"", ""Numpy"", ""Scikit-learn"", ""R"", ""Database Management"", ""SQL"", ""Tableau"", ""Power BI"", ""Microsoft Word"", ""Data Visualization"", ""Matplotlib"", ""Seaborn"", ""Ggplot2"", ""Machine Learning"", ""Excel"", ""Critical Thinking"", ""Attention to Detail"", ""Communication"", ""Problem-Solving"", ""Teamwork""]}"
1009087716717,"{""key_words"": [""SQL"", ""data wrangling"", ""data models"", ""visualizations"", ""dbt"", ""MySQL"", ""Superset"", ""Git"", ""JIRA"", ""agile methodologies"", ""Python"", ""SDLC"", ""Power BI"", ""Tableau"", ""Domo"", ""Qlik"", ""Looker""]}"
1009111698320,"{""key_words"": [""Data Analysis"", ""Data Mining"", ""Predictive Modeling"", ""Data Visualization"", ""SQL"", ""Tableau"", ""Power BI"", ""Mathematics"", ""Statistics"", ""Computer Science""]}"
1009124521273,"{""key_words"": [""Business data Analytics"", ""SQL"", ""MS Excel"", ""MS Access"", ""Power Bi"", ""MS Word"", ""Analytical skills"", ""Organizational skills""]}"
1009127741145,"{""key_words"": [""Data Visualization"", ""Data Analysis"", ""Dashboard Design"", ""Qlik Sense"", ""Qlik View"", ""SQL"", ""Data Cleaning"", ""Customer Freight Data""]}"
1009064005524,"{""key_words"": [""Data Analysis"", ""Data Cleansing"", ""Data Transformation"", ""Data Visualization"", ""Data Exploration"", ""Trend Analysis"", ""Statistical Modeling"", ""Machine Learning"", ""Generative AI"", ""R"", ""Python"", ""M"", ""DAX"", ""SQL"", ""Power BI"", ""Tableau"", ""Communication Skills"", ""Presentation Skills""]}"
1008422662450,"{""key_words"": [""classification"", ""analytical"", ""observational"", ""Excel"", ""Quip"", ""Jira"", ""Confluence"", ""JQL"", ""SQL"", ""MacOS""]}"
1009128452598,"{""key_words"": [""data analysis""]}"
1009091550373,"{""key_words"": [""Data analysis"", ""MS Office"", ""Excel"", ""Access"", ""PowerPoint"", ""Programming language""]}"
1009058905187,"{""key_words"": [""SQL"", ""CCL"", ""Snowflake""]}"
1009115076507,"{""key_words"": [""statistical methods"", ""data and statistical measurement"", ""computer software"", ""Excel"", ""Access"", ""statistical programs"", ""publishing programs"", ""technical writing skills"", ""computer programming coding skills"", ""analytical skills"", ""problem-solving skills"", ""statistical software"", ""reporting skills"", ""data visualization skills"", ""Tableau"", ""Jupiter Notebook"", ""R"", ""Python"", ""SAS"", ""SQL"", ""Google Sheets""]}"
1009113206225,"{""key_words"": [""data analysis""]}"
1009126216285,"{""key_words"": [""data analysis"", ""data visualization"", ""KPIs"", ""PowerBI"", ""Excel"", ""Salesforce"", ""Google Analytics"", ""marketing data"", ""SQL"", ""Python"", ""R"", ""unit testing"", ""data flows""]}"
1009076927719,"{""key_words"": [""Data analysis skills"", ""Data visualization"", ""SQL"", ""Qlik Sense"", ""Healthcare IT""]}"
1009128268643,"{""key_words"": [""MS Office"", ""Excel"", ""PowerPoint"", ""Word"", ""Outlook""]}"
1009049288360,"{""key_words"": [""Data Analyst"", ""Data Warehousing"", ""Metrics"", ""KPI"", ""Dashboard Design"", ""Power BI"", ""Stakeholders Management"", ""Data Integration"", ""Data Quality"", ""IT Tools and Processes"", ""Non-Technical Stakeholders"", ""Large Datasets"", ""Power BI"", ""Data Visualization"", ""Data Querying Languages"", ""SQL"", ""Microsoft Office 365""]}"
1009107745516,"{""key_words"": [""Metrics Analysis"", ""Reporting"", ""Process Improvement"", ""Quality Assurance"", ""Analytical Skills"", ""Data Visualization"", ""Process Analysis"", ""Quality Assurance"", ""Communication"", ""Presentation Skills"", ""Problem-Solving"", ""Data Accuracy"", ""Data Analysis Software"", ""Spreadsheet Applications"", ""Business Intelligence Tools""]}"
1009122314416,"{""key_words"": [""Data Analyst"", ""Data Migration"", ""data systems"", ""programs"", ""ad-hoc"", ""standing management"", ""customer requests"", ""data needs"", ""objectives"", ""Extraction"", ""cleaning"", ""transforming"", ""data analysis"", ""identification"", ""data quality"", ""data migration processes"", ""new product development"", ""data delivery"", ""presentation"", ""data visualization"", ""databases"", ""data collection systems"", ""data analytics"", ""data models"", ""database design"", ""data mining"", ""segmentation techniques"", ""reporting packages"", ""databases"", ""SQL"", ""programming languages"", ""Python"", ""R"", ""queries"", ""report writing"", ""presenting findings"", ""Microsoft Office"", ""Microsoft Excel""]}"
1009067772829,"{""key_words"": [""data analysis"", ""clinical trial data"", ""data visualization"", ""dashboard"", ""Tableau"", ""data quality"", ""trend analysis"", ""reporting"", ""communication"", ""documentation"", ""clinical trial data analysis"", ""data management"", ""data repositories"", ""regulatory requirements""]}"
1009078489930,"{""key_words"": [""data analysis""]}"
1009128294922,"{""key_words"": [""data processing""]}"
1009003860614,"{""key_words"": [""Data Science"", ""Python"", ""R"", ""Microsoft Power BI"", ""Tableau"", ""descriptive statistics"", ""data analysis"", ""unsupervised algorithms"", ""supervised algorithms"", ""SQL"", ""AWS"", ""Google Cloud"", ""Microsoft Azure"", ""Git""]}"
1009100393558,"{""key_words"": [""Data Analysis"", ""Data Manipulation"", ""Data Visualization"", ""Descriptive Statistics"", ""Inferential Statistics"", ""Python"", ""R"", ""SQL"", ""Power BI"", ""Tableau"", ""Looker""]}"
1009119474185,"{""key_words"": [""Data Analytics"", ""Report Development"", ""Quality Control"", ""Product Management"", ""BI"", ""Data Visualization"", ""SQL"", ""Data Extraction"", ""Data Manipulation"", ""SQL/PL SQL"", ""Query Optimization"", ""SIT/UAT"", ""Data Quality"", ""SQL Code"", ""Advanced Excel"", ""Advanced SQL"", ""Procedures"", ""Functions"", ""Tables"", ""Views"", ""Indexes"", ""Sub Queries"", ""Conditional Joins"", ""Case Statements""]}"
1009086295250,"{""key_words"": [""data analytics"", ""statistical techniques"", ""databases"", ""data collection systems"", ""data mining"", ""segmentation techniques"", ""reporting packages"", ""Business Objects"", ""databases"", ""SQL"", ""programming"", ""XML"", ""Javascript"", ""ETL frameworks"", ""statistics"", ""statistical packages"", ""Excel"", ""SPSS"", ""SAS"", ""analystical skill"", ""queries"", ""report writing"", ""findings""]}"
1009080658950,"{""key_words"": [""Spotfire"", ""data visualization"", ""SQL"", ""R"", ""Python""]}"
1009087915111,"{""key_words"": [""AWS QuickSight"", ""Agile"", ""Business Intelligence"", ""Tableau""]}"
1009001890724,"{""key_words"": [""data analysis"", ""data management"", ""data quality assurance"", ""data reporting"", ""data visualization"", ""data entry"", ""data interpretation"", ""data troubleshooting"", ""Microsoft Excel"", ""Microsoft Power Query"", ""pivot tables"", ""formula manipulation"", ""Xlookup"", ""IFS statements"", ""concatenations""]}"
1009070149624,"{""key_words"": [""quantitative research"", ""data collection"", ""data management"", ""data analysis"", ""reporting"", ""project management"", ""data visualization"", ""infographics"", ""dashboards"", ""literature reviews"", ""Excel"", ""MS Office"", ""PowerPoint""]}"
1008819305372,"{""key_words"": [""data analysis"", ""data improvements"", ""ETLs"", ""query optimization techniques"", ""Looker"", ""Tableau"", ""dense datasets"", ""SQL"", ""Python""]}"
1009079280221,"{""key_words"": [""SQL queries"", ""data manipulation"", ""report development"", ""BI tools""]}"
1009123931950,"{""key_words"": [""data models"", ""database design"", ""data mining"", ""segmentation techniques"", ""reporting packages"", ""databases"", ""SQL"", ""Python"", ""R"", ""programming languages"", ""queries"", ""report writing"", ""Microsoft Office"", ""Microsoft Excel""]}"
1009110812283,"{""key_words"": [""SQL"", ""Oracle"", ""Tableau"", ""Business Objects"", ""XML"", ""Javascript"", ""ETL frameworks""]}"
1009110985544,"{""key_words"": [""Data Analysis"", ""Demand Forecasting"", ""Statistical Analysis"", ""Tableau Desktop"", ""KPIs"", ""Dashboards"", ""Operational Metrics"", ""Baseline Data Metrics""]}"
1009128201038,"{""key_words"": [""Mathematics"", ""Statistics"", ""Computer Science"", ""SQL"", ""MariaDB"", ""MongoDB"", ""Hadoop"", ""Hive/Impala"", ""Spark"", ""Python"", ""R"", ""Numpy"", ""Scipy"", ""Pandas"", ""Sklearn"", ""Java"", ""C++"", ""Scala""]}"
1009113405596,"{""key_words"": [""Data Analysis"", ""Excel"", ""PowerBI"", ""SQL"", ""Data Visualization"", ""Data Presentation"", ""Relational Databases"", ""Statistical Software"", ""Data Quality Analysis"", ""Data Consolidation"", ""Trend Analysis"", ""Correlation Analysis""]}"
1009126491909,"{""key_words"": [""SQL"", ""SQL Server Management Studio"", ""Azure databases"", ""Microsoft Excel""]}"
1009124069421,"{""key_words"": [""public health informatics"", ""HL7"", ""Rational Rhapsody"", ""electronic laboratory reporting"", ""communicable disease"", ""infectious disease surveillance"", ""HL7 development"", ""relational databases""]}"
1009128135848,"{""key_words"": [""Data Analysis"", ""Power BI"", ""Power Query"", ""Power Pivot"", ""SQL"", ""Python"", ""Data Extraction"", ""Data Query"", ""Data Ingestion"", ""data visualization techniques"", ""Data Visualization"", ""DAX calculations"", ""Data Modeling"", ""ETL""]}"
1009128637769,"{""key_words"": [""Data Analyst"",""data analysis"",""data"",""social listening"",""sponsorship"",""livestreaming"",""business engagements"",""growth strategies"",""commercial engagements"",""SQL"",""Javascript"",""GraphQL"",""social media"",""digital media"",""internet culture"",""analytical thinking"",""critical thinking"",""problem-solve"",""Google Analytics""]}"
1009032729582,"{""key_words"": [""SQL"", ""PowerBI"", ""Python"", ""Zapier"", ""Integromat"", ""Make"", ""Azure SQL"", ""Power Query"", ""Power Pivot""]}"
1009125872671,"{""key_words"": [""Logical & Physical Data modeling"", ""Data Integration (Batch & Real Time)"", ""Reference Data Management"", ""Data Profiling"", ""Data Migration"", ""Data workflow management"", ""Data quality control & monitoring"", ""Databricks"", ""Spark"", ""Azure Data Lake"", ""SQL"", ""API"", ""Synapse (Dedicated SQL Pool)"", ""Azure DevOps/Boards"", ""JIRA"", ""Azure Event Hubs"", ""Event Grid"", ""Azure Functions"", ""Azure Logic Apps""]}"
1009070139302,"{""key_words"": [""data"",""ETL"",""data quality"",""data analysis"",""report development"",""data environment"",""UAT"",""troubleshooting"",""dashboard"",""business requirements"",""large data sets"",""relational databases"",""MS SQL"",""Tableau"",""Science"",""Technology"",""Engineering""]}"
1009124180754,"{""key_words"": [""data analysis"", ""data profiling"", ""data cleansing"", ""data validation"", ""SQL"", ""Python"", ""ETL"", ""Visio"", ""Tableau"", ""Power BI"", ""database concepts"", ""database structures""]}"
1009124599213,"{""key_words"": [""data analysis"", ""database management"", ""Microsoft Office 365"", ""Excel"", ""Microsoft Teams""]}"
1009126157611,"{""key_words"": [""Software Configuration management"", ""Branch"", ""Use metrics"", ""Gosu"", ""Data Model Development""]}"
1009113749448,"{""key_words"": [""Data analysis"", ""Excel"", ""SQL"", ""Data modeling"", ""Python"", ""R"", ""Tableau"", ""Power BI""]}"
1009104633303,"{""key_words"": [""Looker"", ""Tableau"", ""SQL"", ""data mining"", ""data visualization""]}"
1009128668249,"{""key_words"": [""data platform expert"", ""advanced analytical applications"", ""data assets"", ""logical data models"", ""data management frameworks"", ""BI tools""]}"
1009125922735,"{""key_words"": [""SQL"", ""BRFSS data"", ""compelling data"", ""HIPAA"", ""Tableau""]}"
1009129770872,"{""key_words"": [""Oil and Gas industry"", ""P&ID"", ""Equipment/line lists"", ""U-1/U-1As"", ""Remaining Life"", ""Corrosion Rate"", ""Minimum Thickness"", ""Condition Monitoring Locations (CMLs)"", ""ASME Section VIII"", ""ASME B31.3"", ""API 510"", ""API570"", ""Excel"", ""Access"", ""SQL"", ""macros"", ""programming language"", ""SmartSheet"", ""digital forms""]}"
1009060874925,"{""key_words"": [""word processing software"", ""spreadsheet software"", ""data entry"", ""Microsoft Word"", ""Microsoft Excel""]}"
1009032859620,"{""key_words"": [""Business Analytics"", ""FP&A"", ""BI tool"", ""Tableau"", ""MicroStrategy"", ""PowerBI"", ""SQL"", ""R"", ""Python""]}"
1009114700731,"{""key_words"": [""data visualization"", ""statistical models"", ""data mining tools"", ""complex data systems"", ""health-related data""]}"
1009081442452,"{""key_words"": [""ETL"", ""SQL"", ""Scripting Language"", ""Python"", ""R"", ""Tableau"", ""Power BI""]}"
1009126747371,"{""key_words"": [""SQL"", ""Advanced Excel"", ""Bank Software Applications"", ""Fiserv Navigator"", ""Business Analytics"", ""Cash Suites"", ""Weiland"", ""Laserpro""]}"
1009128462070,"{""key_words"": [""data manipulation"", ""cleansing"", ""standardizing"", ""transforming"", ""data visualization"", ""Tableau"", ""Behavioral Risk Factor Surveillance Survey"", ""SAS"", ""R"", ""data analysis"", ""analytics"", ""statistics""]}"
1009123956201,"{""key_words"": [""data analysis"", ""data systems"", ""SQL"", ""Python"", ""R"", ""Tableau"", ""Qlik"", ""Pentaho"", ""database management"", ""data warehousing"", ""data management"", ""analytics"", ""modern data platforms"", ""emerging technologies"", ""Agile methodologies"", ""SAFe methodologies""]}"
1009115210977,"{""key_words"": [""mathematics"", ""statistics"", ""regression analysis"", ""analysis of variance"", ""correlations"", ""linear algebra"", ""SQL"", ""business intelligence""]}"
1009124296092,"{""key_words"": [""data collection"", ""data compilation"", ""data sorting"", ""data analysis"", ""data conveyance"", ""data visualization"", ""statistical tests"", ""data cleaning"", ""data mining"", ""segmentation techniques"", ""AI/ML methods and approaches"", ""Multivariate Regression"", ""Non-Parametric Analysis"", ""Tableau"", ""RapidMiner"", ""OpenRefine"", ""KNIME"", ""Google Search Operators"", ""NodeXL"", ""R"", ""Python"", ""XML"", ""Javascript"", ""ETL Frameworks"", ""SQL"", ""SQLite""]}"
1009107795179,"{""key_words"": [""SQL"", ""relational databases"", ""Tableau"", ""Looker"", ""R"", ""Python""]}"
1009066261229,"{""key_words"": [""Data analytics"", ""SQL"", ""Programming"", ""Data presentation"", ""Python"", ""Tableau"", ""Power BI"", ""SAP"", ""CRM"", ""ERP"", ""Visualization"", ""Business of medical device development and manufacture""]}"
1009105849641,"{""key_words"": [""SQL"", ""MySQL"", ""SQL Server"", ""Tableau"", ""Excel"", ""Power BI"", ""database management"", ""data analysis"", ""data reporting"", ""data visualization"", ""data modeling"", ""data warehousing"", ""data integration""]}"
1009128195346,"{""key_words"": [""product knowledge"", ""GIS mapping software"", ""databases or other software related to the reporting and analysis of data"", ""word processing"", ""spreadsheet"", ""arr"", ""data visualization"", ""big picture objectives"", ""association link analysis"", ""other techniques by drawing data"", ""Tableau"", ""Power BI"", ""GIS"", ""Python"", ""SQL"", ""R""]}"
1009129605658,"{""key_words"": [""Data Analytics"", ""Data Governance"", ""Data Collection"", ""Assessment"", ""Statistical Analysis"", ""Information Management""]}"
1009127925196,"{""key_words"": [""statistical reporting"", ""statistical analysis"", ""ad hoc query programs"", ""large databases"", ""graphs"", ""flow charts"", ""business processes"", ""report writing"", ""finance"", ""manufacturing"", ""planning"", ""procurement""]}"
1009122392025,"{""key_words"": [""Cosmos"", ""ETL"", ""Power BI"", ""Titan""]}"
1009042808354,"{""key_words"": [""Data analysis"",""Data structures"",""Data visualization"",""Data dashboards"",""Data quality"",""Data security"",""Data warehousing"",""ETL tools"",""Data profiling"",""Incident management"",""Data governance"",""Ad-hoc reporting"",""SQL"",""Microsoft Structured Query Language (SQL) Server"",""Power BI"",""Data cleaning"",""Troubleshooting"",""Communication skills"",""Database systems"",""Information systems management"",""SQL and other data query tools"",""Organizational skills""]}"
1009126143531,"{""key_words"": [""Advanced Excel"", ""Tableau"", ""Python"", ""R"", ""SQL"", ""Alteryx"", ""statistics"", ""modeling"", ""forecasting""]}"
1009117852798,"{""key_words"": [""data analytics"", ""business intelligence"", ""advanced quantitative modeling"", ""business process knowledge"", ""data mining"", ""visualization"", ""decision support"", ""master data management"", ""data management"", ""data preparation"", ""data quality"", ""data validation"", ""data transformation"", ""data profiling"", ""data cleansing"", ""data extraction"", ""data mapping"", ""data importing"", ""data modeling"", ""query"", ""data exploration"", ""basic statistical methods"", ""trend analysis"", ""issue identification"", ""recommendation development"", ""complex information communication"", ""Excel"", ""SQL"", ""Warehouse Management Systems""]}"
1008981452423,"{""key_words"": [""ERP"", ""SQL"", ""Symitar"", ""PowerOn"", ""Banno"", ""Synergy"", ""ODBC"", ""Jack Henry""]}"
1009112972598,"{""key_words"": [""data analysis"", ""reporting"", ""C#"", ""Visual Studio"", ""JavaScript"", ""CSS"", "".NET"", ""ASP"", ""JSON"", ""XML"", ""SQL Server Reporting Services (SSRS)"", ""SSIS Reporting"", ""Power BI"", ""Dynamics CRM"", ""Dynamics GP"", ""SharePoint"", ""Excel"", ""Power Query"", ""Power Pivot""]}"
1009126785514,"{""key_words"": [""Microsoft office suite"", ""Microsoft SQL Server"", ""Excel"", ""sampling"", ""models""]}"
1009086346953,"{""key_words"": [""problem-solving"", ""data gathering"", ""data interpretation""]}"
1009123913997,"{""key_words"": [""data analysis"", ""statistics"", ""data visualization"", ""Tableau"", ""Power BI"", ""D3.js"", ""programming languages"", ""data manipulation"", ""SQL""]}"
1009090016733,"{""key_words"": [""data analysis""]}"
1008948423245,"{""key_words"": [""data analysis""]}"
1009079020008,"{""key_words"": [""data visualization"", ""data analysis"", ""data validation"", ""data reporting"", ""data management"", ""data mining"", ""data interpretation"", ""data gathering"", ""data visualization tools"", ""data analysis tools"", ""Looker"", ""Excel"", ""Power BI"", ""Totara"", ""LMS system"", ""Microsoft Office Suite"", ""Pivot Tables"", ""macros"", ""vlookups"", ""PowerPoint"", ""business intelligence""]}"
1009076764251,"{""key_words"": [""reporting"", ""ad-hoc query generation"", ""data visualization"", ""statistical analysis"", ""ETL tools"", ""SQL databases"", ""data modeling techniques"", ""SQL"", ""SQL RDBMS Platforms"", ""Azure SQL Database"", ""SQL Server Reporting Services"", ""SQL Server Integration Services"", ""EPA reports"", ""MOVES3 (Motor Vehicle Emission Simulator)""]}"
1009125877698,"{""key_words"": [""data analysis""]}"
1009002072226,"{""key_words"": [""Data analysis"", ""Data Analytics"", ""SQL queries"", ""Data visualization"", ""MS PowerPoint"", ""MS Excel"", ""SharePoint"", ""Power Apps"", ""PowerBI"", ""Tableau""]}"
1009078486211,"{""key_words"": [""data concepts"", ""data structures"", ""data architecture"", ""data mapping"", ""data integrations"", ""data conversions"", ""SQL"", ""Tableau"", ""Power BI"", ""SharePoint"", ""MS Suites"", ""Jira"", ""ETL"", ""data integration projects"", ""source to target data mapping"", ""data analysis"", ""data quality issues"", ""EDI Maps"", ""data systems"", ""databases"", ""migration"", ""test plans"", ""knowledge management"", ""mentoring""]}"
1008952803759,"{""key_words"": [""statistical analysis"", ""explanatory modeling"", ""predictive modeling"", ""data mining"", ""statistics"", ""Excel"", ""SPSS"", ""SAS"", ""data collection"", ""data organization"", ""data analysis"", ""data dissemination"", ""data acquisition"", ""data maintenance"", ""data cleaning"", ""data filtering"", ""data interpretation"", ""trend analysis"", ""pattern analysis"", ""business process improvement""]}"
1009128782242,"{""key_words"": [""SQL"", ""Data Analytics"", ""Business Analytics"", ""Machine Learning"", ""Python"", ""Tableau"", ""Java"", ""Hadoop"", ""Hive"", ""Spark"", ""NoSQL"", ""Database Query"", ""Data Mining""]}"
1009111427351,"{""key_words"": [""Business Analysis"", ""Requirements Gathering"", ""SQL"", ""Microsoft Office Suite"", ""SharePoint"", ""Procede Software"", ""Business Requirements"", ""Documentation""]}"
1009119664620,"{""key_words"": [""Data Analysis"", ""Database Queries"", ""Development"", ""ETL"", ""Power BI"", ""Reporting"", ""SQL"", ""Tableau"", ""Python"", ""R"", ""Machine Learning"", ""Decision Process""]}"
1009124585879,"{""key_words"": [""data analysis"", ""ticketing systems"", ""KPIs"", ""glass tables"", ""Python"", ""Shell"", ""Splunk IT Service Intelligence (ITSI)"", ""Splunk Enterprise"", ""Splunk Enterprise Security"", ""JIRA"", ""ServiceNow""]}"
1009108656368,"{""key_words"": [""Data analysis"", ""Statistical methods"", ""Data mining techniques"", ""Data models"", ""Algorithms"", ""Statistical tools"", ""Data visualization tools"", ""Python"", ""R"", ""SQL"", ""Data manipulation"", ""Data cleaning"", ""Data transformation""]}"
1009122515718,"{""key_words"": [""data management"", ""data analysis"", ""data-driven"", ""extensive data"", ""customer data"", ""business data"", ""visualizations"", ""performance analyses"", ""data management"", ""data analysis""]}"
1009082530235,"{""key_words"": [""data analytics"", ""Tableau"", ""BI framework"", ""SQL data manipulation"", ""ETL"", ""dbt"", ""Excel"", ""Looker"", ""Looker Studio"", ""Dashboards"", ""ad hoc analysis"", ""forecasting""]}"
1009086354502,"{""key_words"": [""Data Analysis"", ""Data Mapping/Schema"", ""Client Support"", ""Data modeling"", ""Data Analysis"", ""Python"", ""Power Query"", ""Alteryx""]}"
1009126193459,"{""key_words"": [""Data governance"", ""Data Science"", ""Statistics"", ""Computer Science"", ""Data Analysis"", ""Data Quality"", ""Data Lineage"", ""Data Access Controls"", ""SQL"", ""Python"", ""R"", ""Power BI"", ""Tableau"", ""Oracle DB"", ""SQL Server DB"", ""MongoDB"", ""PostgreSQL"", ""Agile"", ""Scrum"", ""Lean Six Sigma""]}"
1009128136826,"{""key_words"": [""data analysis"", ""metadata"", ""survey data"", ""patterns"", ""trends"", ""correlation"", ""visual"", ""informative"", ""reports"", ""dashboards""]}"
1009004088976,"{""key_words"": [""data management"", ""data analysis"", ""ACCESS"", ""Excel""]}"
1009105722756,"{""key_words"": [""Data Analysis"", ""SQL"", ""Python"", ""Tableau""]}"
1009126606224,"{""key_words"": [""Data Analysis"", ""SQL"", ""Sage Enterprise Intelligence"", ""Power BI"", ""Sage X3"", ""Tableau""]}"
1009124690641,"{""key_words"": [""SQL"", ""Data Analytics"", ""Business Intelligence""]}"
1009097514134,"{""key_words"": [""Data Analysis"", ""Project Management"", ""Data Integrity"", ""SQL"", ""Power BI"", ""Data Visualization"", ""Data Lifecycle"", ""Database Management Systems"", ""Computer Science"", ""Information Technology"", ""Statistics"", ""Python"", ""Excel"", ""Python"", ""Decision-Making"", ""Communication"", ""Collaboration"", ""Attention to Detail"", ""Accuracy"", ""Analytical Skills""]}"
1009119728111,"{""key_words"": [""quantitative data analysis"", ""qualitative data analysis"", ""SPSS"", ""Excel"", ""statistical software""]}"
1009122343384,"{""key_words"": [""Data Entry"", ""Data Verification"", ""Data Reconciliation"", ""Data Auditing"", ""Data Analysis"", ""Data Conversion"", ""Data Integrity"", ""Data Organization"", ""ERP System Data Conversions"", ""Strong Attention to Detail"", ""Organizational Skills"", ""Strong Excel Skills"", ""Data Protection"", ""Data Confidentiality""]}"
1009125091033,"{""key_words"": [""Analytics tools"", ""R"", ""Python"", ""Data extraction""]}"
1009072079326,"{""key_words"": [""analyze quantitative data"", ""data processing"", ""data querying"", ""data mining"", ""ETL pipelines"", ""Tableau"", ""PowerBI"", ""RStudio"", ""SPSS"", ""Big Data Analytics"", ""data analytics"", ""statistical platforms"", ""data mining"", ""SQL"", ""Python"", ""R""]}"
